,challenge_ID,programming_language,challenge_series_ID,total_submissions,publish_date,author_ID,author_gender,author_org_ID,category_id
351,CI23829,1,SI2479,130.0,05-04-2006,AI563724,M,AOI100098,30.0
352,CI23830,1,SI2454,606.0,04-11-2005,AI563737,M,AOI100117,60.0
353,CI23831,1,SI2454,838.0,04-11-2005,AI563856,M,AOI100198,47.0
354,CI23832,1,SI2454,115.0,03-11-2005,AI563857,M,AOI100113,47.0
355,CI23833,1,SI2454,89.0,31-10-2005,AI563765,M,AOI100137,47.0
356,CI23834,1,SI2461,104.0,20-01-2005,AI563858,M,AOI100132,
357,CI23835,1,SI2459,95.0,11-07-2006,AI563701,M,AOI100094,
358,CI23836,1,SI2468,2238.0,02-08-2006,AI563859,F,AOI100199,41.0
359,CI23837,1,SI2454,532.0,29-10-2005,AI563860,M,AOI100200,47.0
360,CI23838,1,SI2477,24.0,13-06-2006,,,,
361,CI23839,1,SI2479,216.0,08-04-2006,AI563826,M,AOI100179,46.0
362,CI23840,1,SI2457,955.0,16-02-2006,AI563710,M,AOI100099,49.0
363,CI23841,1,SI2459,858.0,12-07-2006,AI563861,M,AOI100201,81.0
364,CI23842,1,SI2464,61.0,24-02-2005,AI563613,M,AOI100001,
365,CI23843,1,SI2459,88.0,13-07-2006,AI563862,M,AOI100202,78.0
366,CI23844,1,SI2451,114.0,16-11-2005,AI563863,M,AOI100066,
367,CI23845,1,SI2448,61.0,04-10-2006,AI563864,M,AOI100203,
368,CI23846,1,SI2460,321.0,14-02-2002,AI563865,M,AOI100153,37.0
369,CI23847,1,SI2472,307.0,15-09-2004,AI563866,M,AOI100105,45.0
370,CI23848,1,SI2472,3395.0,16-09-2004,AI563867,M,AOI100204,61.0
371,CI23849,1,SI2451,101.0,16-11-2005,AI563868,M,AOI100073,
372,CI23850,1,SI2480,109.0,10-04-2006,AI563869,M,AOI100205,
373,CI23851,1,SI2480,88.0,10-04-2006,AI563870,F,AOI100206,
374,CI23852,1,SI2480,93.0,10-04-2006,AI563871,M,AOI100207,39.0
375,CI23853,1,SI2467,125.0,08-07-2006,AI563862,M,AOI100202,78.0
376,CI23854,1,SI2480,140.0,11-04-2006,AI563697,M,AOI100092,50.0
377,CI23855,1,SI2468,20993.0,24-07-2006,AI563823,M,,29.0
378,CI23856,1,SI2463,1520.0,06-08-2003,AI563872,M,AOI100085,77.0
379,CI23857,1,SI2471,40.0,13-06-2005,AI563873,M,AOI100208,
380,CI23858,1,SI2471,130.0,13-06-2005,AI563873,M,AOI100208,27.0
381,CI23859,1,SI2466,227.0,18-03-2005,AI563874,M,AOI100085,31.0
382,CI23860,1,SI2466,89.0,18-03-2005,AI563777,M,AOI100108,31.0
383,CI23861,1,SI2466,94.0,18-03-2005,AI563875,M,AOI100209,31.0
384,CI23862,1,SI2466,57.0,17-03-2005,AI563862,M,AOI100202,
385,CI23863,1,SI2466,65.0,17-03-2005,AI563876,M,AOI100089,
386,CI23864,1,SI2462,136.0,31-01-2005,AI563877,M,AOI100086,45.0
387,CI23865,1,SI2462,235.0,02-02-2005,AI563878,M,AOI100112,37.0
388,CI23866,1,SI2462,2036.0,03-02-2005,AI563879,M,AOI100210,67.0
389,CI23867,1,SI2523,217.0,08-12-2006,AI563880,M,AOI100211,123.0
390,CI23868,1,SI2523,128.0,08-12-2006,AI563880,M,AOI100211,112.0
391,CI23869,1,SI2524,122.0,08-12-2006,AI563881,F,AOI100204,45.0
392,CI23870,1,SI2524,206.0,08-12-2006,AI563708,M,AOI100085,45.0
393,CI23871,1,SI2524,456.0,08-12-2006,AI563882,M,AOI100078,109.0
394,CI23872,1,SI2524,262.0,08-12-2006,AI563883,M,AOI100212,53.0
395,CI23873,1,SI2469,206.0,18-05-2005,AI563884,M,AOI100180,29.0
396,CI23874,1,SI2459,109.0,14-07-2006,AI563885,M,AOI100213,45.0
397,CI23875,1,SI2464,538.0,24-02-2005,AI563780,F,AOI100001,114.0
398,CI23876,1,SI2479,26.0,06-04-2006,AI563715,M,AOI100089,122.0
399,CI23877,1,SI2469,52.0,16-05-2005,AI563886,M,AOI100214,29.0
400,CI23878,1,SI2469,50.0,25-05-2005,AI563887,M,AOI100113,29.0
401,CI23879,1,SI2469,155.0,23-05-2005,AI563888,M,AOI100113,29.0
402,CI23880,1,SI2469,3237.0,26-05-2005,AI563889,F,AOI100161,33.0
403,CI23881,1,SI2469,69.0,24-05-2005,AI563890,M,AOI100215,29.0
404,CI23882,1,SI2469,466.0,18-05-2005,AI563891,M,AOI100180,41.0
405,CI23883,1,SI2479,30.0,07-04-2006,AI563715,M,AOI100089,122.0
406,CI23884,1,SI2469,82.0,23-05-2005,AI563892,M,AOI100214,29.0
407,CI23885,1,SI2469,81.0,25-05-2005,AI563893,M,AOI100156,29.0
408,CI23886,1,SI2476,369.0,18-06-2006,AI563894,M,AOI100091,46.0
409,CI23887,1,SI2479,1248.0,07-04-2006,AI563826,M,AOI100179,46.0
410,CI23888,1,SI2524,376.0,08-12-2006,AI563895,M,AOI100083,29.0
411,CI23889,1,SI2468,148.0,01-08-2006,AI563719,M,AOI100105,74.0
412,CI23890,1,SI2473,29.0,11-04-2005,AI563708,M,AOI100085,
413,CI23891,1,SI2476,226.0,17-06-2006,AI563896,M,AOI100202,32.0
414,CI23892,1,SI2450,48.0,09-09-2004,AI563826,M,AOI100179,45.0
415,CI23893,1,SI2450,331.0,08-10-2004,AI563897,M,AOI100068,50.0
416,CI23894,1,SI2459,84.0,12-07-2006,AI563898,M,AOI100216,
417,CI23895,1,SI2473,48.0,11-04-2005,AI563899,M,AOI100153,
418,CI23896,1,SI2473,237.0,11-04-2005,AI563900,M,AOI100217,59.0
419,CI23897,1,SI2473,63.0,12-04-2005,AI563901,M,AOI100218,
420,CI23898,1,SI2473,42.0,12-04-2005,AI563902,M,AOI100204,
421,CI23899,1,SI2473,39.0,12-04-2005,AI563903,F,AOI100088,
422,CI23900,1,SI2473,41.0,12-04-2005,AI563904,M,AOI100219,31.0
423,CI23901,1,SI2523,138.0,08-12-2006,AI563905,M,AOI100220,37.0
424,CI23902,1,SI2467,97.0,06-07-2006,AI563906,M,AOI100106,50.0
425,CI23903,1,SI2467,214.0,06-07-2006,AI563907,M,AOI100221,50.0
426,CI23904,1,SI2467,381.0,06-07-2006,AI563908,M,AOI100222,24.0
427,CI23905,1,SI2467,81.0,06-07-2006,AI563909,M,AOI100222,
428,CI23906,1,SI2467,2326.0,06-07-2006,AI563910,M,AOI100068,116.0
429,CI23907,1,SI2477,71.0,12-06-2006,AI563911,M,AOI100130,77.0
430,CI23908,1,SI2477,166.0,12-06-2006,AI563912,M,AOI100223,77.0
431,CI23909,1,SI2479,63.0,02-04-2006,AI563758,M,AOI100089,122.0
432,CI23910,1,SI2479,64.0,02-04-2006,AI563758,M,AOI100089,122.0
433,CI23911,1,SI2453,197.0,10-08-2005,AI563913,M,AOI100224,50.0
434,CI23912,1,SI2453,88.0,10-08-2005,AI563914,M,AOI100225,62.0
435,CI23913,1,SI2453,5681.0,08-08-2005,AI563915,M,AOI100226,29.0
436,CI23914,1,SI2453,228.0,08-08-2005,AI563916,M,AOI100227,46.0
437,CI23915,1,SI2453,109.0,09-08-2005,AI563917,M,AOI100022,77.0
438,CI23916,1,SI2453,55.0,10-08-2005,AI563918,F,AOI100228,29.0
440,CI23918,1,SI2453,68.0,10-08-2005,AI563919,M,AOI100229,46.0
441,CI23919,1,SI2453,236.0,08-08-2005,AI563920,M,AOI100230,30.0
442,CI23920,1,SI2477,267.0,12-06-2006,AI563738,M,AOI100085,77.0
443,CI23921,1,SI2477,999.0,12-06-2006,AI563872,M,AOI100085,66.0
444,CI23922,1,SI2457,1588.0,08-02-2006,AI563921,M,AOI100231,37.0
445,CI23923,1,SI2459,99.0,11-07-2006,AI563922,M,AOI100232,
446,CI23924,1,SI2479,609.0,03-04-2006,AI563923,M,AOI100197,40.0
447,CI23925,1,SI2476,51.0,17-06-2006,AI563924,M,AOI100233,29.0
448,CI23926,1,SI2477,108.0,12-06-2006,AI563925,M,AOI100196,77.0
449,CI23927,1,SI2477,261.0,12-06-2006,AI563688,M,AOI100083,77.0
450,CI23928,1,SI2468,458.0,26-07-2006,AI563701,M,AOI100094,49.0
451,CI23929,1,SI2468,1496.0,26-07-2006,AI563789,M,AOI100153,61.0
452,CI23930,1,SI2468,96.0,26-07-2006,AI563926,M,AOI100208,29.0
453,CI23931,1,SI2477,136.0,12-06-2006,AI563927,M,AOI100234,30.0
454,CI23932,1,SI2457,1550.0,13-02-2006,AI563691,M,AOI100086,82.0
455,CI23933,1,SI2468,15086.0,27-07-2006,AI563783,M,AOI100149,31.0
456,CI23934,1,SI2477,48.0,12-06-2006,AI563928,M,AOI100235,77.0
457,CI23935,1,SI2459,175.0,11-07-2006,AI563929,M,AOI100196,112.0
458,CI23936,1,SI2472,350.0,17-09-2004,AI563930,M,AOI100086,32.0
459,CI23937,1,SI2472,1417.0,17-09-2004,AI563931,M,AOI100236,28.0
460,CI23938,1,SI2469,64.0,18-05-2005,AI563932,M,AOI100237,29.0
461,CI23939,1,SI2469,45.0,25-05-2005,AI563933,M,AOI100238,60.0
462,CI23940,1,SI2469,151.0,19-05-2005,AI563934,M,AOI100156,67.0
463,CI23941,1,SI2469,133.0,24-05-2005,AI563935,M,AOI100239,29.0
464,CI23942,1,SI2469,73.0,16-05-2005,AI563702,M,AOI100095,31.0
465,CI23943,1,SI2460,133.0,20-02-2002,AI563924,M,AOI100233,125.0
466,CI23944,1,SI2469,62.0,25-05-2005,AI563655,M,AOI100068,29.0
467,CI23945,1,SI2469,42.0,27-05-2005,AI563655,M,AOI100068,29.0
468,CI23946,1,SI2469,203.0,23-05-2005,AI563655,M,AOI100068,112.0
469,CI23947,1,SI2469,92.0,24-05-2005,AI563655,M,AOI100068,112.0
470,CI23948,1,SI2471,118.0,13-06-2005,AI563936,M,AOI100240,
471,CI23949,1,SI2471,46.0,12-06-2005,AI563822,M,AOI100174,
472,CI23950,1,SI2478,53.0,01-05-2006,AI563846,M,AOI100080,
473,CI23951,1,SI2471,42.0,12-06-2005,AI563937,M,AOI100241,
474,CI23952,1,SI2471,471.0,12-06-2005,AI563938,M,AOI100242,81.0
475,CI23953,1,SI2450,179.0,09-09-2004,AI563939,M,AOI100243,29.0
476,CI23954,1,SI2463,433.0,05-08-2003,AI563703,M,AOI100096,29.0
477,CI23955,1,SI2463,315.0,06-08-2003,AI563940,M,AOI100054,50.0
478,CI23956,1,SI2479,165.0,30-03-2006,AI563758,M,AOI100089,122.0
479,CI23957,1,SI2479,211.0,29-03-2006,AI563758,M,AOI100089,122.0
480,CI23958,1,SI2479,1515.0,29-03-2006,AI563758,M,AOI100089,122.0
481,CI23959,1,SI2479,710.0,29-03-2006,AI563758,M,AOI100089,122.0
482,CI23960,1,SI2481,186.0,25-07-2005,AI563941,M,AOI100202,50.0
483,CI23961,1,SI2481,93.0,25-07-2005,AI563942,M,AOI100244,
484,CI23962,1,SI2460,120.0,12-02-2002,AI563877,M,AOI100086,29.0
485,CI23963,1,SI2522,329.0,08-12-2006,AI563943,M,AOI100211,72.0
486,CI23964,1,SI2522,141.0,08-12-2006,AI563944,F,AOI100022,72.0
487,CI23965,1,SI2522,199.0,08-12-2006,AI563945,M,AOI100245,72.0
488,CI23966,1,SI2522,232.0,08-12-2006,AI563946,M,AOI100246,72.0
489,CI23967,1,SI2522,278.0,08-12-2006,AI563947,M,AOI100247,72.0
490,CI23968,1,SI2522,483.0,08-12-2006,AI563948,M,AOI100248,72.0
491,CI23969,1,SI2522,160.0,08-12-2006,AI563949,M,AOI100063,72.0
492,CI23970,1,SI2522,679.0,08-12-2006,AI563950,M,AOI100249,59.0
493,CI23971,1,SI2522,591.0,08-12-2006,AI563951,F,AOI100250,72.0
494,CI23972,1,SI2450,170.0,09-09-2004,AI563952,M,AOI100130,29.0
495,CI23973,1,SI2461,100.0,19-01-2005,AI563953,M,AOI100251,41.0
496,CI23974,1,SI2465,112.0,18-12-2004,AI563954,M,AOI100252,41.0
497,CI23975,1,SI2462,9204.0,24-01-2005,AI563823,M,,61.0
498,CI23976,1,SI2451,86.0,18-11-2005,AI563955,M,AOI100066,53.0
499,CI23977,1,SI2451,166.0,18-11-2005,AI563956,M,AOI100253,53.0
500,CI23978,1,SI2451,44.0,18-11-2005,AI563957,M,AOI100254,
501,CI23979,1,SI2454,39.0,28-10-2005,AI563958,M,AOI100255,
502,CI23980,1,SI2461,50.0,19-01-2005,AI563959,M,AOI100047,61.0
503,CI23981,1,SI2461,54.0,19-01-2005,AI563858,M,AOI100132,
504,CI23982,1,SI2523,276.0,08-12-2006,AI563960,M,AOI100256,123.0
505,CI23983,1,SI2448,282.0,03-10-2006,AI563961,F,AOI100158,48.0
506,CI23984,1,SI2449,170.0,23-06-2004,AI563962,M,AOI100257,
507,CI23985,1,SI2449,94.0,22-06-2004,AI563963,M,AOI100128,
508,CI23986,1,SI2449,120.0,21-06-2004,AI563964,F,AOI100155,
509,CI23987,1,SI2479,130.0,09-04-2006,AI563694,M,AOI100089,122.0
510,CI23988,1,SI2459,45.0,12-07-2006,AI563808,M,AOI100168,
511,CI23989,1,SI2457,731.0,06-02-2006,AI563965,M,AOI100112,47.0
512,CI23990,1,SI2457,241.0,06-02-2006,AI563966,M,AOI100068,30.0
513,CI23991,1,SI2475,36.0,06-07-2005,AI563967,M,AOI100258,118.0
514,CI23992,1,SI2457,1049.0,06-02-2006,AI563968,M,AOI100112,111.0
515,CI23993,1,SI2454,235.0,03-11-2005,AI563825,M,AOI100178,125.0
516,CI23994,1,SI2454,777.0,30-10-2005,AI563969,M,AOI100259,47.0
517,CI23995,1,SI2453,106.0,10-08-2005,AI563862,M,AOI100202,49.0
518,CI23996,1,SI2467,23.0,08-07-2006,AI563723,M,AOI100107,
519,CI23997,1,SI2454,218.0,31-10-2005,AI563970,M,AOI100260,47.0
520,CI23998,1,SI2454,173.0,28-10-2005,AI563958,M,AOI100255,47.0
521,CI23999,1,SI2468,1165.0,02-08-2006,AI563924,M,AOI100233,33.0
522,CI24000,1,SI2468,263.0,02-08-2006,AI563859,F,AOI100199,41.0
523,CI24001,1,SI2463,338.0,08-08-2003,AI563886,M,AOI100214,31.0
524,CI24002,1,SI2465,28.0,18-12-2004,AI563655,M,AOI100068,
525,CI24003,1,SI2457,1773.0,16-02-2006,AI563971,M,AOI100261,46.0
526,CI24004,1,SI2450,2350.0,09-09-2004,AI563972,M,AOI100120,111.0
527,CI24005,1,SI2457,487.0,14-02-2006,AI563878,M,AOI100112,37.0
528,CI24006,1,SI2480,88.0,10-04-2006,AI563973,F,AOI100230,
529,CI24007,1,SI2480,254.0,10-04-2006,AI563974,F,AOI100120,39.0
530,CI24008,1,SI2480,233.0,10-04-2006,AI563975,M,AOI100206,49.0
531,CI24009,1,SI2477,80.0,12-06-2006,,,,
532,CI24010,1,SI2477,396.0,12-06-2006,AI563976,M,AOI100262,77.0
533,CI24011,1,SI2477,71.0,12-06-2006,AI563977,M,AOI100137,77.0
534,CI24012,1,SI2477,166.0,13-06-2006,AI563978,M,AOI100204,77.0
535,CI24013,1,SI2477,469.0,13-06-2006,AI563979,M,AOI100084,77.0
536,CI24014,1,SI2477,1292.0,13-06-2006,AI563980,F,AOI100212,77.0
537,CI24015,1,SI2471,174.0,11-06-2005,AI563981,M,AOI100080,
538,CI24016,1,SI2471,24.0,11-06-2005,AI563982,M,AOI100130,
539,CI24017,1,SI2471,28.0,11-06-2005,AI563983,M,AOI100263,
540,CI24018,1,SI2470,34.0,04-10-2005,AI563825,M,AOI100178,
541,CI24019,1,SI2470,37.0,03-10-2005,AI563703,M,AOI100096,
542,CI24020,1,SI2470,111.0,05-10-2005,AI563984,M,AOI100264,31.0
543,CI24021,1,SI2470,40.0,05-10-2005,AI563985,M,AOI100265,
544,CI24022,1,SI2470,49.0,04-10-2005,AI563986,M,AOI100266,
545,CI24023,1,SI2466,79.0,17-03-2005,AI563987,M,AOI100267,30.0
546,CI24024,1,SI2463,1511.0,05-08-2003,AI563988,M,AOI100268,74.0
547,CI24025,1,SI2458,116.0,10-10-2005,AI563989,M,AOI100196,77.0
548,CI24026,1,SI2469,2976.0,27-05-2005,AI563990,M,AOI100165,117.0
549,CI24027,1,SI2469,136.0,16-05-2005,AI563655,M,AOI100068,29.0
550,CI24028,1,SI2469,180.0,19-03-2005,AI563655,M,AOI100068,118.0
551,CI24029,1,SI2469,772.0,16-05-2005,AI563991,M,AOI100269,30.0
552,CI24030,1,SI2469,857.0,18-05-2005,AI563991,M,AOI100269,110.0
553,CI24031,1,SI2469,1461.0,16-05-2005,AI563747,M,AOI100123,30.0
554,CI24032,1,SI2524,136.0,08-12-2006,AI563992,M,AOI100085,45.0
555,CI24033,1,SI2459,132.0,11-07-2006,AI563793,M,AOI100156,120.0
556,CI24034,1,SI2524,131.0,08-12-2006,AI563993,M,AOI100270,46.0
557,CI24035,1,SI2524,158.0,08-12-2006,AI563994,M,AOI100271,29.0
558,CI24036,1,SI2524,79.0,08-12-2006,AI563995,M,AOI100272,29.0
559,CI24037,1,SI2524,134.0,08-12-2006,AI563922,M,AOI100232,118.0
560,CI24038,1,SI2452,40.0,06-10-2005,AI563996,M,AOI100273,
561,CI24039,1,SI2452,187.0,07-10-2005,AI563997,M,AOI100274,46.0
562,CI24040,1,SI2452,247.0,07-10-2005,AI563998,M,AOI100274,32.0
563,CI24041,1,SI2452,133.0,06-10-2005,AI563999,F,AOI100275,
564,CI24042,1,SI2452,58.0,06-10-2005,AI564000,M,AOI100276,
565,CI24043,1,SI2452,39.0,06-10-2005,AI564001,M,AOI100277,
566,CI24044,1,SI2467,383.0,06-07-2006,AI564002,M,AOI100278,116.0
567,CI24045,1,SI2468,477.0,03-08-2006,AI563865,M,AOI100153,124.0
568,CI24046,1,SI2480,29.0,12-04-2006,AI564003,M,AOI100279,
569,CI24047,1,SI2480,154.0,12-04-2006,AI564004,F,AOI100222,
570,CI24048,1,SI2480,122.0,12-04-2006,AI564005,F,AOI100280,
571,CI24049,1,SI2465,114.0,18-12-2004,AI564006,F,AOI100022,110.0
572,CI24050,1,SI2480,23.0,12-04-2006,AI564007,M,AOI100281,
573,CI24051,1,SI2465,43.0,18-12-2004,AI563940,M,AOI100054,41.0
574,CI24052,1,SI2462,989.0,31-01-2005,AI564008,M,AOI100072,29.0
575,CI24053,1,SI2521,120.0,08-12-2006,AI564009,M,AOI100120,
576,CI24054,1,SI2459,217.0,12-07-2006,AI564010,M,AOI100047,46.0
577,CI24055,1,SI2468,555.0,02-08-2006,AI563719,M,AOI100105,46.0
578,CI24056,1,SI2459,222.0,11-07-2006,AI564011,M,AOI100196,114.0
579,CI24057,1,SI2523,185.0,08-12-2006,AI563990,M,AOI100165,123.0
580,CI24058,1,SI2448,540.0,04-10-2006,AI564012,M,AOI100282,48.0
581,CI24059,1,SI2475,64.0,06-07-2005,AI563825,M,AOI100178,
582,CI24060,1,SI2448,26.0,04-10-2006,,,,
583,CI24061,1,SI2448,183.0,04-10-2006,AI564013,F,AOI100141,118.0
584,CI24062,1,SI2448,112.0,04-10-2006,AI563843,M,AOI100188,32.0
585,CI24063,1,SI2473,117.0,11-04-2005,AI564014,M,AOI100283,
586,CI24064,1,SI2473,59.0,11-04-2005,AI564015,M,AOI100085,52.0
587,CI24065,1,SI2473,90.0,11-04-2005,AI563698,M,AOI100093,
588,CI24066,1,SI2473,146.0,11-04-2005,AI563698,M,AOI100093,31.0
589,CI24067,1,SI2473,374.0,11-04-2005,AI563836,M,AOI100184,81.0
590,CI24068,1,SI2473,93.0,11-04-2005,AI563994,M,AOI100271,
591,CI24069,1,SI2473,39.0,11-04-2005,AI564016,M,AOI100169,
592,CI24070,1,SI2473,266.0,11-04-2005,AI563925,M,AOI100196,59.0
593,CI24071,1,SI2473,151.0,11-04-2005,AI564017,M,AOI100131,
594,CI24072,1,SI2475,136.0,07-07-2005,AI564018,M,AOI100284,41.0
595,CI24073,1,SI2474,62.0,07-10-2005,AI563822,M,AOI100174,29.0
596,CI24074,1,SI2473,43.0,12-04-2005,AI564019,M,AOI100103,
597,CI24075,1,SI2473,141.0,12-04-2005,AI564020,M,AOI100285,141.0
598,CI24076,1,SI2473,21.0,12-04-2005,AI564021,M,AOI100286,141.0
599,CI24077,1,SI2473,146.0,12-04-2005,AI564022,M,AOI100032,49.0
600,CI24078,1,SI2473,60.0,12-04-2005,AI564023,F,AOI100287,
601,CI24079,1,SI2473,123.0,12-04-2005,AI564024,F,AOI100193,141.0
602,CI24080,1,SI2521,355.0,08-12-2006,AI563698,M,AOI100093,52.0
603,CI24081,1,SI2462,694.0,24-01-2005,AI563968,M,AOI100112,111.0
605,CI24083,1,SI2480,100.0,11-04-2006,AI563724,M,AOI100098,
606,CI24084,1,SI2476,174.0,18-06-2006,AI564025,M,AOI100288,29.0
607,CI24085,1,SI2479,105.0,03-04-2006,AI563758,M,AOI100089,122.0
608,CI24086,1,SI2467,816.0,06-07-2006,AI564026,M,AOI100289,80.0
610,CI24088,1,SI2476,38.0,18-06-2006,AI563839,M,AOI100164,29.0
611,CI24089,1,SI2476,160.0,18-06-2006,AI564028,M,AOI100290,29.0
612,CI24090,1,SI2476,162.0,18-06-2006,AI564029,M,AOI100137,29.0
613,CI24091,1,SI2476,238.0,18-06-2006,AI564030,F,AOI100291,46.0
614,CI24092,1,SI2476,76.0,18-06-2006,AI564031,M,AOI100292,53.0
615,CI24093,1,SI2455,145.0,07-10-2004,AI564032,F,AOI100164,31.0
616,CI24094,1,SI2454,274.0,29-10-2005,AI563724,M,AOI100098,47.0
617,CI24095,1,SI2454,121.0,31-10-2005,AI563732,M,AOI100085,30.0
618,CI24096,1,SI2455,25.0,08-10-2004,AI563655,M,AOI100068,122.0
619,CI24097,1,SI2454,460.0,30-10-2005,AI564033,M,AOI100202,47.0
621,CI24099,1,SI2453,270.0,10-08-2005,AI563918,F,AOI100228,58.0
622,CI24100,1,SI2453,93.0,10-08-2005,AI563918,F,AOI100228,45.0
623,CI24101,1,SI2453,300.0,10-08-2005,AI564035,M,AOI100054,31.0
624,CI24102,1,SI2479,135.0,11-04-2006,AI563733,M,AOI100089,122.0
625,CI24103,1,SI2479,19.0,12-04-2006,AI563733,M,AOI100089,122.0
626,CI24104,1,SI2453,118.0,09-08-2005,AI564036,M,AOI100054,29.0
627,CI24105,1,SI2453,46.0,08-08-2005,AI563729,M,AOI100111,29.0
628,CI24106,1,SI2476,705.0,18-06-2006,AI564037,M,AOI100201,32.0
629,CI24107,1,SI2468,1047.0,25-07-2006,AI563655,M,AOI100068,37.0
630,CI24108,1,SI2522,129.0,08-12-2006,AI564038,M,AOI100249,72.0
631,CI24109,1,SI2460,294.0,18-02-2002,AI563691,M,AOI100086,30.0
632,CI24110,1,SI2479,57.0,12-04-2006,AI563733,M,AOI100089,122.0
633,CI24111,1,SI2464,417.0,25-02-2005,AI564039,M,AOI100173,30.0
634,CI24112,1,SI2468,161.0,25-07-2006,AI564040,M,AOI100293,124.0
635,CI24113,1,SI2480,82.0,11-04-2006,AI563825,M,AOI100178,
636,CI24114,1,SI2468,462.0,25-07-2006,AI563655,M,AOI100068,109.0
637,CI24115,1,SI2468,2005.0,24-07-2006,AI563823,M,,74.0
638,CI24116,1,SI2468,135.0,24-07-2006,AI564041,M,AOI100151,29.0
639,CI24117,1,SI2457,3010.0,15-02-2006,AI563816,M,AOI100174,45.0
640,CI24118,1,SI2479,26.0,12-04-2006,AI563694,M,AOI100089,122.0
641,CI24119,1,SI2472,85.0,21-09-2004,AI564042,M,AOI100167,30.0
642,CI24120,1,SI2469,1332.0,17-05-2005,AI563655,M,AOI100068,29.0
643,CI24121,1,SI2469,2653.0,20-05-2005,AI564043,M,AOI100294,66.0
644,CI24122,1,SI2472,138.0,20-09-2004,AI563691,M,AOI100086,82.0
645,CI24123,1,SI2478,117.0,03-05-2006,AI564044,M,AOI100295,
646,CI24124,1,SI2478,239.0,03-05-2006,AI564045,M,AOI100080,60.0
647,CI24125,1,SI2479,73.0,10-04-2006,AI564046,M,AOI100296,122.0
648,CI24126,1,SI2478,503.0,02-05-2006,AI564047,M,AOI100063,52.0
649,CI24127,1,SI2478,28.0,02-05-2006,AI564048,F,AOI100297,
650,CI24128,1,SI2478,51.0,02-05-2006,AI564049,M,AOI100263,132.0
651,CI24129,1,SI2478,100.0,02-05-2006,AI564050,M,AOI100201,
652,CI24130,1,SI2478,134.0,03-05-2006,AI564051,M,AOI100155,
653,CI24131,1,SI2478,75.0,02-05-2006,AI564052,M,AOI100083,132.0
655,CI24133,1,SI2477,409.0,13-06-2006,AI564053,M,AOI100298,77.0
656,CI24134,1,SI2463,192.0,04-08-2003,AI564054,M,AOI100299,118.0
657,CI24135,1,SI2463,960.0,04-08-2003,AI564055,M,AOI100148,45.0
658,CI24136,1,SI2480,60.0,10-04-2006,AI564007,M,AOI100281,
659,CI24137,1,SI2480,30.0,11-04-2006,AI564013,F,AOI100141,
660,CI24138,1,SI2463,4078.0,05-08-2003,AI564056,M,AOI100204,29.0
661,CI24139,1,SI2457,921.0,06-02-2006,AI563732,M,AOI100085,30.0
662,CI24140,1,SI2479,27.0,12-04-2006,AI563694,M,AOI100089,122.0
663,CI24141,1,SI2460,773.0,11-02-2002,AI563732,M,AOI100085,31.0
664,CI24142,1,SI2525,268.0,08-12-2006,AI563830,M,AOI100047,77.0
665,CI24143,1,SI2523,668.0,08-12-2006,AI564057,M,AOI100141,117.0
666,CI24144,1,SI2523,66.0,08-12-2006,AI563724,M,AOI100098,
667,CI24145,1,SI2467,134.0,06-07-2006,AI564058,F,AOI100300,80.0
668,CI24146,1,SI2525,472.0,08-12-2006,AI564059,M,AOI100301,66.0
669,CI24147,1,SI2525,592.0,08-12-2006,AI564060,M,AOI100302,46.0
670,CI24148,1,SI2525,385.0,08-12-2006,AI563826,M,AOI100179,77.0
671,CI24149,1,SI2480,178.0,10-04-2006,AI563904,M,AOI100219,
672,CI24150,1,SI2462,3369.0,24-01-2005,AI564061,M,AOI100169,74.0
673,CI24151,1,SI2479,78.0,10-04-2006,AI563733,M,AOI100089,122.0
674,CI24152,1,SI2451,396.0,18-11-2005,AI564062,M,AOI100066,67.0
675,CI24153,1,SI2451,230.0,18-11-2005,AI564063,M,AOI100066,36.0
676,CI24154,1,SI2449,32.0,21-06-2004,AI564064,M,AOI100303,
677,CI24155,1,SI2457,53.0,06-02-2006,AI563878,M,AOI100112,29.0
678,CI24156,1,SI2462,193.0,24-01-2005,AI563781,M,AOI100147,45.0
679,CI24157,1,SI2462,1359.0,27-01-2005,AI564065,M,AOI100304,74.0
680,CI24158,1,SI2462,179.0,28-01-2005,AI564066,M,AOI100172,49.0
681,CI24159,1,SI2450,86.0,07-09-2004,AI564067,M,AOI100155,29.0
682,CI24160,1,SI2448,362.0,03-10-2006,AI564068,F,AOI100305,100.0
683,CI24161,1,SI2477,173.0,13-06-2006,AI564069,M,AOI100306,77.0
684,CI24162,1,SI2449,50.0,23-06-2004,AI564070,M,AOI100130,
685,CI24163,1,SI2449,24.0,21-06-2004,AI564071,M,AOI100307,
686,CI24164,1,SI2449,162.0,22-06-2004,AI564072,F,AOI100308,78.0
687,CI24165,1,SI2449,98.0,22-06-2004,AI564073,M,AOI100257,31.0
688,CI24166,1,SI2480,124.0,10-04-2006,AI564074,M,AOI100309,
689,CI24167,1,SI2449,146.0,21-06-2004,AI564075,M,AOI100240,59.0
690,CI24168,1,SI2449,42.0,21-06-2004,AI564076,M,AOI100263,78.0
691,CI24169,1,SI2477,133.0,12-06-2006,AI563876,M,AOI100089,77.0
692,CI24170,1,SI2521,114.0,08-12-2006,AI564077,M,AOI100297,30.0
